,0,1,C,A,T,H,CA,C_map
3ub0A01,-3.793596,4.189638,6,10,140,2090,6.10,Special
4k2pA02,-6.8505754,3.0375392,6,10,140,680,6.10,Special
2joxA00,6.9313326,2.337497,2,60,40,4240,2.60,Mainly Beta
4zgyB00,4.87039,4.9086757,3,40,630,60,3.40,Alpha Beta
5fvnA00,4.728123,-2.8043287,2,40,160,10,2.40,Mainly Beta
1vs9O01,0.5505777,7.8727355,6,10,160,10,6.10,Special
2ymaA00,5.9195075,2.3949096,3,10,310,60,3.10,Alpha Beta
2x55A00,5.3464303,-2.6004822,2,40,128,90,2.40,Mainly Beta
3sqiA01,-2.4001815,4.7392616,1,10,150,540,1.10,Mainly Alpha
1vq8Z00,3.572285,6.605485,2,20,25,30,2.20,Mainly Beta
3u6gA00,7.3596663,0.97227114,2,60,60,60,2.60,Mainly Beta
3emiA00,5.8466635,2.9955375,3,90,1780,10,3.90,Alpha Beta
1e1hB01,-1.4174819,5.1922665,1,20,58,540,1.20,Mainly Alpha
5y9eE00,1.9401119,-3.6757705,2,60,175,20,2.60,Mainly Beta
4gj4B00,4.550865,5.383349,3,30,450,260,3.30,Alpha Beta
5grmA02,2.3304744,4.5396285,3,40,50,12100,3.40,Alpha Beta
1y9iA00,-4.13152,-0.8128857,1,10,3760,10,1.10,Mainly Alpha
2vhjA02,7.3835397,3.6571841,2,30,270,20,2.30,Mainly Beta
3nbxX04,6.9556336,3.9712522,2,40,128,430,2.40,Mainly Beta
4h3wA01,6.7996387,0.9244883,2,60,290,20,2.60,Mainly Beta
4a0tA01,7.1911626,4.95549,6,20,80,10,6.20,Special
3i08A01,1.9576241,7.3300266,4,10,470,20,4.10,Few Sec. Str.
3qzbA00,6.66428,1.8371629,2,60,40,730,2.60,Mainly Beta
3ilkA02,1.3321973,5.758336,1,10,8,590,1.10,Mainly Alpha
1iuqA01,-1.2646846,5.5834265,1,10,1200,50,1.10,Mainly Alpha
4bk0A02,-1.7445599,6.0827193,6,10,250,3140,6.10,Special
1xmkA00,1.8303028,7.5356717,1,10,10,10,1.10,Mainly Alpha
5n6fA00,-2.6245377,-2.8256488,3,20,20,105,3.20,Alpha Beta
5taoA02,0.58021915,5.971497,1,20,58,1560,1.20,Mainly Alpha
5decA02,-4.572844,4.9699464,1,10,287,860,1.10,Mainly Alpha
1gk9B02,6.4123197,1.0848867,2,30,120,10,2.30,Mainly Beta
2jcbB00,1.3483196,1.0529207,3,40,50,10420,3.40,Alpha Beta
3cimC00,3.2224681,4.831352,3,30,70,1710,3.30,Alpha Beta
3f7wA03,-1.8393153,4.319592,1,20,1270,240,1.20,Mainly Alpha
1bbgA00,4.231459,7.109458,3,30,160,80,3.30,Alpha Beta
3ea6A01,1.980768,4.789698,3,10,20,120,3.10,Alpha Beta
1wtjA02,2.0530896,2.307347,3,30,1370,60,3.30,Alpha Beta
1vq8X00,2.203812,6.5527687,3,10,440,10,3.10,Alpha Beta
3fwnA03,4.673327,6.7305803,1,20,5,320,1.20,Mainly Alpha
2lonA01,-0.77387756,6.4565687,6,10,140,1320,6.10,Special
4aumA02,-0.40804672,4.857,1,20,1370,20,1.20,Mainly Alpha
1sr8A02,2.1449974,3.563951,3,30,2110,10,3.30,Alpha Beta
2mf3A00,6.0690455,5.5686493,4,10,40,60,4.10,Few Sec. Str.
2q7tA02,3.2978542,5.958426,6,10,250,110,6.10,Special
1e5wA04,-8.455847,1.7128291,1,20,5,450,1.20,Mainly Alpha
4bxmB00,6.584035,2.2716177,2,30,31,50,2.30,Mainly Beta
3ig5A04,1.2072167,7.391729,1,10,8,960,1.10,Mainly Alpha
2mcmA00,7.3253055,3.226879,2,60,40,230,2.60,Mainly Beta
4usaA03,5.696421,4.1198444,3,90,1170,50,3.90,Alpha Beta
2nydA02,5.784409,4.914334,2,20,28,300,2.20,Mainly Beta
3l4gC02,1.3539948,7.829955,1,10,10,2320,1.10,Mainly Alpha
2f5gA00,0.6953325,5.7139807,3,30,70,1290,3.30,Alpha Beta
3lkmA02,2.387249,6.574388,3,20,200,10,3.20,Alpha Beta
5b1aK00,-0.7556308,5.572494,4,10,51,10,4.10,Few Sec. Str.
1ow1A00,2.0101674,3.3965702,2,40,290,10,2.40,Mainly Beta
1okgA03,5.93408,5.8670163,3,30,1670,10,3.30,Alpha Beta
6g1pB00,-6.1075125,-5.028781,1,10,4080,10,1.10,Mainly Alpha
1rh6A00,5.028824,6.2378416,1,10,1660,20,1.10,Mainly Alpha
1n7vA01,5.1901665,0.5642701,2,105,10,10,2.105,Mainly Beta
2wyoC01,1.4425583,6.4725156,3,30,1490,250,3.30,Alpha Beta
2hbwA02,1.7455465,3.4674222,3,90,1720,10,3.90,Alpha Beta
4z49A02,-1.6868083,4.7982717,1,10,1470,20,1.10,Mainly Alpha
2e29A01,4.8118343,5.098733,3,30,70,2280,3.30,Alpha Beta
3n91A02,6.6733537,1.7234467,2,40,128,420,2.40,Mainly Beta
2yk4A01,3.9726682,4.6724253,3,30,370,20,3.30,Alpha Beta
3i5pA01,-3.358928,1.2340227,1,25,40,450,1.25,Mainly Alpha
3uc2A00,6.9811316,2.0115972,2,60,40,3340,2.60,Mainly Beta
3cdjA02,4.967348,6.305248,6,10,140,1490,6.10,Special
4jdoA01,6.862489,4.7172236,6,20,30,20,6.20,Special
1k4tA03,-0.82183564,4.3838387,3,90,15,10,3.90,Alpha Beta
1c17M00,-5.4169087,0.89477164,1,20,120,220,1.20,Mainly Alpha
2qqpA03,6.8146787,1.2889965,2,60,40,4260,2.60,Mainly Beta
1zzkA00,1.0617006,7.557304,3,30,1370,10,3.30,Alpha Beta
3cbnA00,6.4088492,2.5226493,2,60,120,630,2.60,Mainly Beta
1kvdA00,6.226674,4.9313116,4,10,420,10,4.10,Few Sec. Str.
2l9qA00,-4.473039,2.5059314,6,10,280,100,6.10,Special
2lezA00,1.1592032,4.584238,3,30,2450,10,3.30,Alpha Beta
3sqnA03,-2.571433,2.5858219,1,10,1790,30,1.10,Mainly Alpha
3c5xC00,7.1617866,4.449862,2,60,260,50,2.60,Mainly Beta
3vbhD00,6.26896,5.373824,4,10,80,370,4.10,Few Sec. Str.
4aqzA00,6.282562,0.56836265,2,60,40,3470,2.60,Mainly Beta
2yf2E00,-6.7375774,3.4920669,1,20,5,3730,1.20,Mainly Alpha
3q23A02,0.872503,5.2727404,3,30,70,2440,3.30,Alpha Beta
4c2m400,-0.017540915,4.693823,6,10,140,1770,6.10,Special
3bidA01,5.647939,5.7512064,3,30,160,160,3.30,Alpha Beta
3a1gA00,0.66361856,5.9969506,6,10,140,720,6.10,Special
5ysnB01,3.4676719,5.65469,1,10,30,40,1.10,Mainly Alpha
6az1b00,5.0385075,5.063852,3,30,1740,20,3.30,Alpha Beta
2vh3A00,-2.528666,3.5422344,1,20,120,1410,1.20,Mainly Alpha
1kbhA00,1.3904068,6.1733685,6,10,140,20,6.10,Special
5axmB00,-4.6734757,1.2443467,3,30,70,3000,3.30,Alpha Beta
4pg7A03,5.8093057,4.7962356,3,30,70,3100,3.30,Alpha Beta
1el6A03,5.6623397,4.515858,3,90,1160,10,3.90,Alpha Beta
2xfvA00,2.3606226,6.237822,3,10,260,30,3.10,Alpha Beta
2eplX03,-7.509207,-1.3406264,1,20,120,670,1.20,Mainly Alpha
1rlhA01,6.4333725,3.46815,2,10,70,30,2.10,Mainly Beta
1gqeA01,-5.3592086,2.2085383,1,20,58,410,1.20,Mainly Alpha
2zj2A04,-3.1692615,1.687559,1,10,3380,20,1.10,Mainly Alpha
1j0tA00,-2.0875032,5.417969,1,10,2010,10,1.10,Mainly Alpha
2mvtA00,0.7793258,8.0928755,1,10,60,50,1.10,Mainly Alpha
1vprA01,1.168026,4.5691895,4,10,1300,10,4.10,Few Sec. Str.
1uunA01,6.2251053,0.98677707,2,60,40,1650,2.60,Mainly Beta
1vq8B03,4.348197,5.779492,3,30,1430,10,3.30,Alpha Beta
3qc7A02,3.8707466,5.5462294,6,10,140,1630,6.10,Special
6hx1A03,-2.3938513,1.5111747,1,20,1440,180,1.20,Mainly Alpha
6b46I00,5.5046782,5.540062,3,30,67,30,3.30,Alpha Beta
2e6xB00,5.671852,5.865091,3,10,20,570,3.10,Alpha Beta
4bvxB01,4.662404,6.5694356,3,40,30,90,3.40,Alpha Beta
4a1nA02,3.3226027,5.7431874,6,10,250,1250,6.10,Special
2o3bB00,2.9222546,3.1728892,3,40,1460,10,3.40,Alpha Beta
4jehA01,2.1748865,2.8589137,3,40,50,2060,3.40,Alpha Beta
2zxiA04,2.4302762,7.2056947,1,10,150,570,1.10,Mainly Alpha
1kn6A00,4.730543,5.859442,3,30,70,850,3.30,Alpha Beta
2oa9B02,3.2700863,5.1036615,3,30,70,3570,3.30,Alpha Beta
1ro2A01,2.5326605,6.79914,3,30,720,160,3.30,Alpha Beta
2wssW01,-0.89711833,4.9410944,1,10,520,20,1.10,Mainly Alpha
1zrxA00,0.057830844,6.3429627,6,10,250,280,6.10,Special
2yjgA02,-0.6370919,0.008179223,3,40,50,11440,3.40,Alpha Beta
4m8rA01,6.757468,0.92295593,2,60,40,3920,2.60,Mainly Beta
16pkA01,0.5966002,1.1066513,3,40,50,1260,3.40,Alpha Beta
4e3yA00,0.77762717,0.51827383,3,40,570,10,3.40,Alpha Beta
4a4kA02,6.7686167,1.3879497,2,30,30,1160,2.30,Mainly Beta
2d5bA02,2.6094694,5.137224,2,170,220,10,2.170,Mainly Beta
1r8iA00,-8.450104,-0.9967826,1,20,58,430,1.20,Mainly Alpha
1i5jA00,-0.7232017,7.9357285,1,10,1440,10,1.10,Mainly Alpha
5c17A00,-0.53648275,1.8201013,3,30,450,410,3.30,Alpha Beta
1vzsA01,1.6134946,7.2615695,1,10,246,110,1.10,Mainly Alpha
6az1U00,6.0179133,1.19522,2,40,50,1000,2.40,Mainly Beta
4divA02,-3.7364295,2.6637309,6,10,250,1350,6.10,Special
4cgsB00,-1.9055228,3.2034545,3,40,91,90,3.40,Alpha Beta
3um7A02,1.7395117,6.5878644,6,10,140,1050,6.10,Special
3sp1A02,-4.135697,2.299475,1,20,120,1910,1.20,Mainly Alpha
3i2kA02,-0.91570073,4.5284557,1,10,3020,10,1.10,Mainly Alpha
2h5nC00,-2.4952598,1.9937835,1,10,3680,10,1.10,Mainly Alpha
4mtuA00,4.169385,2.032657,3,10,129,10,3.10,Alpha Beta
4bfaA02,-0.08197885,5.0730715,1,20,225,30,1.20,Mainly Alpha
3rmrC01,2.153636,6.0225706,1,20,5,2710,1.20,Mainly Alpha
2mqdA00,1.8937409,5.1025434,3,30,1460,60,3.30,Alpha Beta
1mn8D00,-0.608114,3.7123277,1,10,150,180,1.10,Mainly Alpha
2ilrA00,-4.423395,-2.5249825,1,25,40,480,1.25,Mainly Alpha
3gmxA00,4.203483,3.9667754,3,10,450,730,3.10,Alpha Beta
3tlaA02,3.8382595,1.4643764,3,50,30,60,3.50,Alpha Beta
1xouA00,-1.2701237,1.0376717,1,10,287,1140,1.10,Mainly Alpha
4fsdA02,4.140291,5.973184,3,40,5,100,3.40,Alpha Beta
3tl4X02,-0.6094748,4.474309,1,10,10,2420,1.10,Mainly Alpha
3u2gA01,5.730462,4.1392474,2,60,40,4190,2.60,Mainly Beta
4a15A02,0.8438073,6.777504,1,10,30,20,1.10,Mainly Alpha
3v42A01,2.7338967,3.6910884,3,40,50,12430,3.40,Alpha Beta
5dltA02,4.2327375,6.513838,4,10,410,20,4.10,Few Sec. Str.
1u7lA02,-8.861717,-1.473314,1,20,1460,10,1.20,Mainly Alpha
2xfdA00,6.8687854,1.4857172,2,60,60,40,2.60,Mainly Beta
2ookA00,3.718994,3.3225951,3,40,50,10600,3.40,Alpha Beta
4iikA00,0.10615306,-0.77469164,3,60,40,20,3.60,Alpha Beta
3k8pC01,-2.0008366,3.4753013,1,20,58,1440,1.20,Mainly Alpha
2yjlA00,6.901982,2.1468718,2,60,40,2990,2.60,Mainly Beta
1e5rB02,-1.3648777,4.9440136,1,10,1720,10,1.10,Mainly Alpha
3mqgA02,6.8319674,5.7565,2,20,70,110,2.20,Mainly Beta
6ds6A00,5.826413,3.4548686,3,30,60,90,3.30,Alpha Beta
4o6mA01,3.2980773,3.4995701,3,90,550,30,3.90,Alpha Beta
4nohA02,6.619646,4.35455,2,40,40,60,2.40,Mainly Beta
2w82A01,5.805675,5.731661,3,10,20,480,3.10,Alpha Beta
1rgxA02,7.0466504,4.3892617,2,60,40,4230,2.60,Mainly Beta
1seiA02,6.606892,5.034383,3,30,1490,10,3.30,Alpha Beta
2phnA01,1.7024744,1.2310393,3,30,1330,100,3.30,Alpha Beta
3n8bB00,5.3591266,4.3471055,3,10,450,700,3.10,Alpha Beta
1wpbB02,-2.0383427,4.369906,1,10,3190,10,1.10,Mainly Alpha
4j3vA01,5.703789,4.3509707,2,60,40,1130,2.60,Mainly Beta
5b66B02,0.37695846,2.18079,3,10,680,10,3.10,Alpha Beta
3b42A00,-2.8008487,5.016763,3,30,450,290,3.30,Alpha Beta
3ju4A03,7.445285,2.8216925,2,40,30,20,2.40,Mainly Beta
4cayB00,-3.7390082,5.3574038,1,10,20,10,1.10,Mainly Alpha
2kicA00,0.5444964,4.4338117,1,10,150,590,1.10,Mainly Alpha
3do6A03,2.670093,6.927455,3,10,410,10,3.10,Alpha Beta
5z0fB01,4.634889,6.3970413,3,30,1880,10,3.30,Alpha Beta
5cphA00,0.9967736,2.7852128,3,30,565,10,3.30,Alpha Beta
3lr2A01,-6.5297656,1.792189,1,10,274,70,1.10,Mainly Alpha
4indA01,6.98191,0.49650997,2,60,120,1320,2.60,Mainly Beta
2oarC01,-4.1538796,5.5183463,1,10,1200,120,1.10,Mainly Alpha
4nx9A02,5.7067595,4.0098815,2,60,40,4390,2.60,Mainly Beta
2vfrA04,3.3691292,4.711251,3,30,70,2520,3.30,Alpha Beta
1uzkA02,4.7845373,6.5824075,3,90,290,10,3.90,Alpha Beta
2abyA00,1.004231,4.3648677,3,30,70,1980,3.30,Alpha Beta
4gvqA02,0.21840292,0.7880503,3,30,1030,10,3.30,Alpha Beta
2e5yA01,7.6232452,1.4985323,2,60,15,10,2.60,Mainly Beta
2gk4B00,1.7433959,2.0442386,3,40,50,10300,3.40,Alpha Beta
3grzA01,6.8051124,5.383641,6,10,250,830,6.10,Special
1jeyA03,6.253467,4.061057,4,10,970,10,4.10,Few Sec. Str.
3sk9A00,-4.776001,-1.5498376,1,10,3210,30,1.10,Mainly Alpha
2uv8G12,-0.36041886,4.133364,3,30,70,3330,3.30,Alpha Beta
2vsgA01,-3.147106,0.5376004,3,90,150,10,3.90,Alpha Beta
4cdpA01,1.7473805,3.9258227,3,40,1570,10,3.40,Alpha Beta
1uoyA01,7.190572,5.075317,2,30,130,50,2.30,Mainly Beta
3i5qA01,-3.5571582,-0.065187156,1,20,120,1050,1.20,Mainly Alpha
4n2kA02,5.8982053,1.8770865,2,60,40,1700,2.60,Mainly Beta
4jcwA02,7.2986484,2.864568,2,60,40,760,2.60,Mainly Beta
2qgqB01,-0.8013655,0.2967164,3,80,30,20,3.80,Alpha Beta
2l9bB00,3.88987,6.1067095,6,10,250,1660,6.10,Special
1kqfB03,-2.4562597,5.305968,1,20,5,480,1.20,Mainly Alpha
1m7lA00,-4.055163,4.4285326,1,20,5,360,1.20,Mainly Alpha
4hwmA00,6.775296,4.1491847,2,40,128,500,2.40,Mainly Beta
4w6yA00,6.250356,0.6454042,2,60,120,1210,2.60,Mainly Beta
3ix0A02,7.019134,5.033679,2,20,25,590,2.20,Mainly Beta
3oqgB00,1.205928,3.9654088,3,40,1440,50,3.40,Alpha Beta
4rr2B00,-5.3317347,0.063920364,1,20,930,80,1.20,Mainly Alpha
5wkwA02,5.9560485,0.9966842,2,60,120,230,2.60,Mainly Beta
3r2pA02,-3.0431757,3.245679,1,20,5,20,1.20,Mainly Alpha
2vveA02,5.494194,0.62784564,2,60,120,720,2.60,Mainly Beta
4tx5B00,-9.407527,-4.2738776,1,20,58,70,1.20,Mainly Alpha
5kh0A02,2.546816,3.5467706,3,40,50,11420,3.40,Alpha Beta
3oh3A02,6.0282154,0.838955,2,160,10,30,2.160,Mainly Beta
4ag6D01,4.3264036,5.1651974,6,10,140,2170,6.10,Special
5dp2A01,2.8637357,1.4610336,3,90,180,10,3.90,Alpha Beta
1k20A02,2.2635345,4.107937,3,10,310,20,3.10,Alpha Beta
6q52A04,1.6662378,7.564287,1,10,246,80,1.10,Mainly Alpha
2yjeM00,1.540234,6.466206,6,10,140,2040,6.10,Special
3ksyA04,0.37039626,4.042877,6,10,250,3060,6.10,Special
2mctA00,7.3688145,4.1886826,2,60,40,4250,2.60,Mainly Beta
3tsoC00,-7.5359516,3.0722525,1,20,5,2440,1.20,Mainly Alpha
1w96A02,4.8605304,6.634893,3,90,1770,10,3.90,Alpha Beta
3h3aA02,-0.81443936,4.6513643,1,10,110,30,1.10,Mainly Alpha
1sqgA02,2.0071738,7.513794,1,10,287,730,1.10,Mainly Alpha
3iwcC00,5.6330814,5.38565,3,30,160,750,3.30,Alpha Beta
5i2mA01,6.0998206,3.9117112,2,30,30,640,2.30,Mainly Beta
3vsmA03,7.027037,4.729644,2,60,40,4340,2.60,Mainly Beta
3i4uA01,-0.64604074,5.185567,1,20,120,1080,1.20,Mainly Alpha
1ltsC00,-3.676204,4.350492,1,20,5,240,1.20,Mainly Alpha
3rv1A01,-1.9862927,4.655394,1,20,1270,260,1.20,Mainly Alpha
1qhdA02,-5.998334,-0.38007253,1,10,1350,10,1.10,Mainly Alpha
2zfyA01,5.8643513,5.781174,3,30,200,60,3.30,Alpha Beta
1sz7A00,-2.2159755,3.8189073,3,30,1380,20,3.30,Alpha Beta
3tu3B03,-5.33762,-0.0033491824,1,20,1050,100,1.20,Mainly Alpha
1uvjA03,-0.9578219,3.604004,3,30,70,1600,3.30,Alpha Beta
1yarO01,-7.973739,-2.0654576,1,20,120,180,1.20,Mainly Alpha
1u5eA01,0.3761582,5.4361987,6,10,250,220,6.10,Special
2a5hA03,6.1647468,4.475649,6,20,120,40,6.20,Special
5an9H00,4.243097,6.0548515,4,10,1060,50,4.10,Few Sec. Str.
2kdcA00,-2.4586716,5.221814,1,10,3830,10,1.10,Mainly Alpha
3c6fA02,3.6246176,6.4309893,3,30,240,20,3.30,Alpha Beta
2p6vA00,-0.3699432,3.8078122,1,20,120,1110,1.20,Mainly Alpha
1hdhA02,5.724007,5.34731,3,30,1120,10,3.30,Alpha Beta
3ov5A00,3.9994662,6.1747127,3,55,50,70,3.55,Alpha Beta
4khbD02,7.4589815,3.74072,2,30,29,220,2.30,Mainly Beta
5jawC02,6.7626143,2.292018,2,60,220,20,2.60,Mainly Beta
2luhB00,1.1412028,5.851595,6,10,250,1710,6.10,Special
1q57G01,7.039224,5.152383,2,20,25,180,2.20,Mainly Beta
3s84A01,-5.757011,0.78645325,6,10,250,2890,6.10,Special
3ns4A00,-3.9021845,0.50038934,1,10,357,110,1.10,Mainly Alpha
3iv6A02,2.1201775,7.2241554,1,10,150,330,1.10,Mainly Alpha
3oosA02,2.0553777,7.0009756,6,10,140,700,6.10,Special
1cmbA00,1.0388409,7.084704,1,10,140,10,1.10,Mainly Alpha
1tiwA02,2.2162669,7.485173,1,20,5,460,1.20,Mainly Alpha
3duzA05,4.326061,0.27784774,6,10,250,2130,6.10,Special
3vwoA02,7.0798154,4.700119,2,10,70,40,2.10,Mainly Beta
3lsoA01,5.851289,0.12078418,2,60,40,2270,2.60,Mainly Beta
1p4qA00,4.703305,5.082163,6,10,140,2200,6.10,Special
2hnhA03,0.0035103087,5.1519732,1,10,10,1600,1.10,Mainly Alpha
3ro3A00,-6.734098,-1.487354,1,25,40,10,1.25,Mainly Alpha
2ll0A00,-2.2461638,3.6535647,1,10,790,20,1.10,Mainly Alpha
5fmuC01,-3.1100368,3.062559,1,10,418,50,1.10,Mainly Alpha
2e9xB02,-3.6600275,5.1762652,1,20,58,1020,1.20,Mainly Alpha
1gccA00,4.3363724,6.5487323,3,30,730,10,3.30,Alpha Beta
2y8nB01,5.5985,6.362842,2,20,70,100,2.20,Mainly Beta
2ygoA01,6.5013695,0.69720554,2,60,40,2170,2.60,Mainly Beta
3qexA01,1.9481186,3.9615679,3,30,342,10,3.30,Alpha Beta
2yufA00,-2.0385714,2.3458424,1,20,120,2010,1.20,Mainly Alpha
1fjrA01,5.7866325,4.9712234,2,30,160,11,2.30,Mainly Beta
3qkaA02,1.5872463,6.7348814,1,10,287,2460,1.10,Mainly Alpha
4kh9B02,6.870673,2.164328,2,60,40,1930,2.60,Mainly Beta
2kinB02,4.7913346,6.443066,6,10,250,1590,6.10,Special
6nfrA00,7.200068,2.85673,2,60,40,1220,2.60,Mainly Beta
1lmlA03,3.7760904,6.898451,2,10,55,10,2.10,Mainly Beta
2ot2A02,1.461255,6.191854,6,10,250,910,6.10,Special
5tkwA02,7.2434783,5.2077966,3,30,420,370,3.30,Alpha Beta
2o3iA01,-0.68680376,0.30829275,3,40,1610,10,3.40,Alpha Beta
3hxlA03,1.5972711,5.7885494,3,40,50,11790,3.40,Alpha Beta
4oj5A01,7.2597117,4.199882,3,30,2020,50,3.30,Alpha Beta
4a5zB00,2.7683427,3.1824577,3,30,870,30,3.30,Alpha Beta
3f59D00,6.239708,0.93391156,2,60,220,30,2.60,Mainly Beta
2laiA00,1.2007478,5.1068153,1,25,40,640,1.25,Mainly Alpha
3clqA03,2.9761605,6.848812,1,10,10,660,1.10,Mainly Alpha
1pc6A00,-0.14380223,4.093999,1,10,3790,10,1.10,Mainly Alpha
6hma100,7.199184,4.6446695,2,20,28,120,2.20,Mainly Beta
3uc9A00,0.9385288,1.4183313,3,40,50,11960,3.40,Alpha Beta
3towA00,5.2398405,1.8277321,2,100,10,50,2.100,Mainly Beta
1w99A03,5.591736,0.58779484,2,100,10,10,2.100,Mainly Beta
4o6uA00,1.8569638,1.4979264,3,30,1500,10,3.30,Alpha Beta
2zxiA03,-0.19758625,6.3643723,1,10,10,1800,1.10,Mainly Alpha
3pf6B00,4.2208962,6.011158,6,10,250,2290,6.10,Special
1nlqE00,7.3588953,1.4793782,2,60,120,340,2.60,Mainly Beta
6gvdA03,6.88429,5.0983696,2,60,40,2760,2.60,Mainly Beta
2kx7A00,3.3373704,5.8620887,3,40,50,11620,3.40,Alpha Beta
2z1dA03,1.9451301,6.5459595,6,10,20,100,6.10,Special
5zcyA00,5.324176,5.234088,3,30,780,10,3.30,Alpha Beta
2l6oA01,7.2286015,4.3343115,2,40,10,320,2.40,Mainly Beta
5v01B00,-0.09686273,2.331045,3,90,950,20,3.90,Alpha Beta
4go6A00,6.5418587,3.38644,6,10,250,2590,6.10,Special
3s6xC01,5.70096,5.1090965,6,20,10,20,6.20,Special
3iynQ01,-5.759375,1.5068127,6,10,250,3040,6.10,Special
2zy4A02,-3.7470987,2.045542,1,10,20,110,1.10,Mainly Alpha
3hm4A00,2.6620553,2.9298334,3,40,1550,10,3.40,Alpha Beta
2ocyA00,-9.625846,-7.9978952,6,10,140,910,6.10,Special
3nrxA00,-7.906205,-0.062352143,1,20,58,1520,1.20,Mainly Alpha
3c8zA02,-2.2370305,5.561423,1,20,120,640,1.20,Mainly Alpha
3g43E00,-9.091142,0.71373045,6,10,250,2180,6.10,Special
3s83A00,-0.28777528,-0.19321729,3,20,20,450,3.20,Alpha Beta
2jx4A01,0.60934407,6.715024,6,10,140,460,6.10,Special
5zwuA02,-6.3156834,1.2357862,1,20,1050,90,1.20,Mainly Alpha
3bvxA05,6.3181853,2.6160924,2,60,40,1360,2.60,Mainly Beta
3kwlA03,0.94408554,2.3587906,1,20,1050,140,1.20,Mainly Alpha
4aukA01,4.49175,5.031373,3,30,70,2810,3.30,Alpha Beta
4k05A01,0.9680668,0.5982644,3,40,50,12170,3.40,Alpha Beta
3ujzA03,6.3022003,3.795757,2,60,20,40,2.60,Mainly Beta
3d2qD00,5.5152187,6.0215,3,30,1370,210,3.30,Alpha Beta
2z6rB01,2.7353017,3.8735254,3,40,1010,10,3.40,Alpha Beta
3dteA03,7.750762,2.81788,3,30,450,130,3.30,Alpha Beta
1mtyG02,-1.2243754,5.371016,1,20,1280,30,1.20,Mainly Alpha
3ld7A00,7.0885158,2.666044,2,60,320,10,2.60,Mainly Beta
1gpjA01,-0.077842325,2.5742843,3,30,460,30,3.30,Alpha Beta
3e20H01,4.725448,6.1688004,6,10,140,2070,6.10,Special
4ebjA02,-2.2556353,2.3749223,1,20,120,330,1.20,Mainly Alpha
1kmiZ02,-6.717955,-1.0332915,1,10,287,500,1.10,Mainly Alpha
3gb8A03,1.0905699,3.7122252,6,10,250,450,6.10,Special
3gmgA00,3.8050878,2.2449777,3,30,70,1880,3.30,Alpha Beta
3mzlB01,7.2477684,4.7673855,2,20,25,400,2.20,Mainly Beta
2c0nA00,2.023518,0.9957176,3,90,550,40,3.90,Alpha Beta
1z70X00,1.0837425,-1.220356,3,90,1580,10,3.90,Alpha Beta
3c2qA01,7.02636,3.9341662,2,40,420,10,2.40,Mainly Beta
4hscX03,2.960564,5.140174,3,40,30,40,3.40,Alpha Beta
3i57A02,6.304654,0.81650156,2,60,40,4300,2.60,Mainly Beta
1he1A00,-3.88784,1.5187448,1,20,120,260,1.20,Mainly Alpha
4xwwA03,-0.75140864,5.150492,3,10,20,580,3.10,Alpha Beta
2lmzA00,1.5243305,7.0106936,1,10,10,2920,1.10,Mainly Alpha
3plwA00,1.137616,6.028446,3,30,40,190,3.30,Alpha Beta
2jubA01,4.919317,6.5085306,3,30,160,860,3.30,Alpha Beta
4lgtA02,4.8323536,0.54840356,3,30,2350,10,3.30,Alpha Beta
3mt0A00,-0.77633125,0.28104398,3,40,50,12370,3.40,Alpha Beta
2vpzC00,-7.3328967,-4.125706,1,20,1630,10,1.20,Mainly Alpha
2p38A01,5.561564,5.4840245,3,10,450,220,3.10,Alpha Beta
3we0A03,-1.8318536,2.8661132,1,10,405,40,1.10,Mainly Alpha
3c6kA01,6.4808383,2.7651913,3,30,160,110,3.30,Alpha Beta
4fcaA04,7.079687,3.6937072,2,60,40,3600,2.60,Mainly Beta
3ushB00,3.3440816,5.9651446,3,30,56,110,3.30,Alpha Beta
1xzpA02,-5.8514514,1.097193,1,20,120,430,1.20,Mainly Alpha
5cg8A00,0.29261023,0.59767056,3,60,130,30,3.60,Alpha Beta
2ahmH02,4.0509214,5.974393,3,30,70,3540,3.30,Alpha Beta
4phqA00,-8.292369,-6.0690556,1,20,1170,10,1.20,Mainly Alpha
3hr0A02,-3.5526385,0.054087035,1,20,58,1970,1.20,Mainly Alpha
2nv4A00,6.5947824,3.2198997,2,40,30,70,2.40,Mainly Beta
3ismC02,-4.332564,3.4004023,1,25,40,240,1.25,Mainly Alpha
3dt5A00,-2.2022805,5.6666093,1,10,3940,10,1.10,Mainly Alpha
2h6oA01,6.408467,0.7827807,2,60,40,2800,2.60,Mainly Beta
2p84A01,6.9423037,4.3488193,2,60,430,10,2.60,Mainly Beta
2lklA01,-0.16246253,6.95302,1,10,1900,40,1.10,Mainly Alpha
4bl0B00,3.9637976,6.7502093,6,10,20,170,6.10,Special
1pv5A00,2.2382503,0.049616173,2,30,320,10,2.30,Mainly Beta
2b39A07,5.3131666,6.4838457,1,20,50,70,1.20,Mainly Alpha
1jqoA03,-4.6348977,2.634737,1,20,1440,90,1.20,Mainly Alpha
2kw3C00,3.3944845,5.0412345,6,10,290,30,6.10,Special
1mwqA00,3.5049212,5.8210087,3,30,70,1060,3.30,Alpha Beta
3o7iA00,-2.9603267,1.6922462,1,10,3330,10,1.10,Mainly Alpha
3ifuA01,4.8974185,6.452351,4,10,80,390,4.10,Few Sec. Str.
